期号,日期,中奖号码 1,2,3,4,5,强力球,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50,51-60,61-70,一奖 中奖注数,一奖 每注奖金,二奖 中奖注数,二奖 每注奖金,三奖 中奖注数,三奖 每注奖金,四奖 中奖注数,四奖 每注奖金,五奖 中奖注数,五奖 每注奖金,六奖 中奖注数,六奖 每注奖金,七奖 中奖注数,七奖 每注奖金,八奖 中奖注数,八奖 每注奖金,九奖 中奖注数,九奖 每注奖金
04/11/2022,2022-04-11,5,7,24,31,34,4,31,5,0,3,2,2,0,1,2,0,0,0,0,0.00,0,0.00,0,0.00,28,500.00,50,500.00,1417,20.00,1103,20.00,7571,10.00,17647,7.00
04/09/2022,2022-04-09,6,16,31,62,66,18,6,3,2,1,4,1,1,0,1,0,0,2,0,0.00,0,0.00,16,50000.00,369,100.00,947,100.00,24153,7.00,20632,7.00,160633,4.00,388669,4.00
04/06/2022,2022-04-06,6,42,45,47,64,18,,1,4,2,3,1,0,0,0,3,0,1,0,0.00,0,0.00,1,50000.00,30,500.00,39,500.00,1223,20.00,1010,20.00,7942,10.00,19899,7.00
04/04/2022,2022-04-04,2,32,39,46,69,6,,2,3,2,3,1,0,0,2,1,0,1,0,0.00,0,0.00,0,0.00,12,500.00,30,500.00,1010,20.00,782,20.00,6543,10.00,17104,7.00
04/02/2022,2022-04-02,6,28,47,58,59,18,,2,3,2,3,1,0,1,0,1,2,0,0,0.00,0,0.00,2,50000.00,23,500.00,67,500.00,1617,20.00,1476,20.00,11643,10.00,26898,7.00
03/30/2022,2022-03-30,3,7,21,31,37,11,,4,1,5,0,2,0,1,2,0,0,0,0,0.00,0,0.00,3,50000.00,15,500.00,43,500.00,1209,20.00,982,20.00,7770,10.00,18777,7.00
03/28/2022,2022-03-28,11,18,39,58,62,3,,2,3,2,3,0,2,0,1,0,1,1,0,0.00,0,0.00,1,50000.00,17,500.00,35,500.00,927,20.00,855,20.00,6640,10.00,17414,7.00
03/26/2022,2022-03-26,2,10,50,59,61,6,,2,3,2,3,2,0,0,0,1,1,1,0,0.00,1,1000000.00,12,50000.00,324,100.00,748,100.00,19080,7.00,16535,7.00,129203,4.00,312512,4.00
03/23/2022,2022-03-23,31,32,37,38,48,24,,2,3,2,3,0,0,0,4,1,0,0,0,0.00,0,0.00,0,0.00,21,500.00,40,500.00,1380,20.00,889,20.00,7044,10.00,16783,7.00
03/21/2022,2022-03-21,1,15,26,63,65,16,,3,2,4,1,1,1,1,0,0,0,2,0,0.00,0,0.00,0,0.00,14,500.00,41,500.00,938,20.00,869,20.00,6782,10.00,16042,7.00
03/19/2022,2022-03-19,8,9,18,48,52,6,,3,2,1,4,2,1,0,0,1,1,0,0,0.00,0,0.00,1,50000.00,25,500.00,42,500.00,1463,20.00,1217,20.00,10082,10.00,26334,7.00
03/16/2022,2022-03-16,3,28,34,35,58,17,28,3,2,2,3,1,0,1,2,0,1,0,0,0.00,0,0.00,1,50000.00,19,500.00,31,500.00,946,20.00,836,20.00,6723,10.00,16926,7.00
03/14/2022,2022-03-14,21,28,32,44,49,6,,3,2,2,3,0,0,2,1,2,0,0,0,0.00,1,500000.00,0,0.00,44,500.00,74,500.00,2268,20.00,1128,20.00,6445,10.00,13342,7.00
03/12/2022,2022-03-12,19,20,37,39,61,8,,2,3,4,1,0,2,0,2,0,0,1,0,0.00,0,0.00,1,50000.00,19,500.00,48,500.00,1447,20.00,1109,20.00,8795,10.00,21979,7.00
03/09/2022,2022-03-09,13,22,34,51,67,10,67,3,2,3,2,0,1,1,1,0,1,1,0,0.00,0,0.00,1,50000.00,16,500.00,44,500.00,1011,20.00,987,20.00,7439,10.00,17691,7.00
03/07/2022,2022-03-07,10,43,55,59,67,2,,1,4,4,1,1,0,0,0,1,2,1,0,0.00,0,0.00,3,50000.00,101,100.00,287,100.00,7131,7.00,6217,7.00,50209,4.00,127337,4.00
03/05/2022,2022-03-05,8,23,37,52,63,13,"37,63",2,3,3,2,1,0,1,1,0,1,1,0,0.00,0,0.00,0,0.00,16,500.00,53,500.00,1523,20.00,1319,20.00,9970,10.00,22749,7.00
03/02/2022,2022-03-02,19,37,48,61,63,12,,1,4,4,1,0,1,0,1,1,0,2,0,0.00,1,500000.00,1,50000.00,18,500.00,63,500.00,1620,20.00,1424,20.00,8953,10.00,18517,7.00
02/28/2022,2022-02-28,7,21,39,47,55,19,,2,3,5,0,1,0,1,1,1,1,0,0,0.00,0,0.00,1,50000.00,11,500.00,46,500.00,1054,20.00,759,20.00,5278,10.00,11413,7.00
02/26/2022,2022-02-26,15,32,36,48,64,19,64,2,3,1,4,0,1,0,2,1,0,1,0,0.00,0,0.00,0,0.00,15,500.00,56,500.00,1160,20.00,1052,20.00,8746,10.00,22361,7.00
02/23/2022,2022-02-23,6,17,21,35,64,18,,3,2,3,2,1,1,1,1,0,0,1,0,0.00,0,0.00,0,0.00,39,500.00,64,500.00,1870,20.00,1087,20.00,7018,10.00,14859,7.00
02/21/2022,2022-02-21,2,36,37,45,69,3,,1,4,3,2,1,0,0,2,1,0,1,0,0.00,0,0.00,0,0.00,11,500.00,35,500.00,882,20.00,732,20.00,5544,10.00,13360,7.00
02/19/2022,2022-02-19,3,10,15,33,42,11,42,4,1,3,2,2,1,0,1,1,0,0,0,0.00,0,0.00,0,0.00,11,500.00,37,500.00,1255,20.00,1156,20.00,9426,10.00,21886,7.00
02/16/2022,2022-02-16,22,30,40,42,48,16,,2,3,0,5,0,0,2,1,2,0,0,0,0.00,0,0.00,3,50000.00,28,500.00,49,500.00,1276,20.00,1039,20.00,7344,10.00,16422,7.00
02/14/2022,2022-02-14,16,25,27,49,55,17,,3,2,4,1,0,1,2,0,1,1,0,0,0.00,0,0.00,1,50000.00,17,500.00,52,500.00,988,20.00,981,20.00,8016,10.00,19013,7.00
02/12/2022,2022-02-12,8,10,21,41,62,7,,3,2,2,3,2,0,1,0,1,0,1,0,0.00,0,0.00,0,0.00,25,500.00,59,500.00,1746,20.00,1450,20.00,10560,10.00,24422,7.00
02/09/2022,2022-02-09,2,17,33,51,63,26,,3,2,4,1,1,1,0,1,0,1,1,0,0.00,0,0.00,2,50000.00,15,500.00,49,500.00,1135,20.00,966,20.00,8418,10.00,22225,7.00
02/07/2022,2022-02-07,5,15,38,47,65,10,5,2,3,4,1,1,1,0,1,1,0,1,0,0.00,0,0.00,0,0.00,17,500.00,39,500.00,1174,20.00,926,20.00,6686,10.00,14904,7.00
02/05/2022,2022-02-05,5,16,27,39,61,24,,3,2,4,1,1,1,1,1,0,0,1,0,0.00,0,0.00,0,0.00,30,500.00,81,500.00,1778,20.00,1672,20.00,11550,10.00,25158,7.00
02/02/2022,2022-02-02,18,29,33,62,63,15,,3,2,3,2,0,1,1,1,0,0,2,0,0.00,0,0.00,1,50000.00,18,500.00,37,500.00,1138,20.00,854,20.00,6798,10.00,17279,7.00
01/31/2022,2022-01-31,10,15,51,61,69,14,15,2,3,4,1,1,1,0,0,0,1,2,0,0.00,0,0.00,2,50000.00,12,500.00,39,500.00,990,20.00,841,20.00,6770,10.00,17103,7.00
01/29/2022,2022-01-29,2,15,38,54,65,11,38,2,3,2,3,1,1,0,1,0,1,1,0,0.00,0,0.00,1,50000.00,23,500.00,62,500.00,1378,20.00,1238,20.00,10018,10.00,25798,7.00
01/26/2022,2022-01-26,4,11,38,49,69,16,11,2,3,3,2,1,1,0,1,1,0,1,0,0.00,0,0.00,2,50000.00,19,500.00,38,500.00,1166,20.00,883,20.00,7032,10.00,16454,7.00
01/24/2022,2022-01-24,11,29,30,47,53,16,,3,2,4,1,0,1,2,0,1,1,0,0,0.00,0,0.00,0,0.00,32,500.00,38,500.00,1348,20.00,913,20.00,6286,10.00,14152,7.00
01/22/2022,2022-01-22,8,14,33,36,67,17,,3,2,2,3,1,1,0,2,0,0,1,0,0.00,0,0.00,2,50000.00,21,500.00,65,500.00,1771,20.00,1308,20.00,9689,10.00,22047,7.00
01/19/2022,2022-01-19,11,15,43,55,61,10,,2,3,5,0,0,2,0,0,1,1,1,0,0.00,0,0.00,0,0.00,5,500.00,42,500.00,891,20.00,950,20.00,7846,10.00,20363,7.00
01/17/2022,2022-01-17,9,24,35,46,65,22,,2,3,3,2,1,0,1,1,1,0,1,0,0.00,0,0.00,0,0.00,19,500.00,30,500.00,916,20.00,724,20.00,5356,10.00,11943,7.00
01/15/2022,2022-01-15,3,18,37,51,59,13,,2,3,4,1,1,1,0,1,0,2,0,0,0.00,0,0.00,3,50000.00,33,500.00,64,500.00,1563,20.00,1359,20.00,10174,10.00,22338,7.00
01/12/2022,2022-01-12,12,21,22,30,33,24,21,5,0,2,3,0,1,3,1,0,0,0,0,0.00,0,0.00,0,0.00,14,500.00,40,500.00,881,20.00,808,20.00,6398,10.00,16415,7.00
01/10/2022,2022-01-10,14,17,18,21,27,9,21,5,0,3,2,0,3,2,0,0,0,0,0,0.00,0,0.00,0,0.00,14,500.00,32,500.00,775,20.00,653,20.00,5183,10.00,12691,7.00
01/08/2022,2022-01-08,20,21,36,60,65,13,,2,3,2,3,0,1,1,1,0,1,1,0,0.00,0,0.00,1,50000.00,16,500.00,43,500.00,1193,20.00,1001,20.00,7953,10.00,21317,7.00
01/05/2022,2022-01-05,6,14,25,33,46,17,33,4,1,2,3,1,1,1,1,1,0,0,2,316300000.00,12,1000000.00,77,50000.00,1862,100.00,4531,100.00,111618,7.00,91664,7.00,686720,4.00,1624926,4.00
01/03/2022,2022-01-03,2,13,32,33,48,22,48,4,1,2,3,1,1,0,2,1,0,0,0,0.00,0,0.00,1,50000.00,44,500.00,128,500.00,3447,20.00,2642,20.00,19977,10.00,47488,7.00
01/01/2022,2022-01-01,6,12,39,48,50,7,"6,39",2,3,1,4,1,1,0,1,2,0,0,0,0.00,3,1000000.00,56,50000.00,1384,100.00,3713,100.00,89773,7.00,79213,7.00,607936,4.00,1448991,4.00
12/29/2021,2021-12-29,2,6,9,33,39,11,,4,1,3,2,3,0,0,2,0,0,0,0,0.00,2,500000.00,0,0.00,39,500.00,103,500.00,2347,20.00,2042,20.00,16145,10.00,47690,7.00
12/27/2021,2021-12-27,36,38,45,62,64,19,45,0,5,1,4,0,0,0,2,1,0,2,0,0.00,1,1000000.00,19,50000.00,419,100.00,1127,100.00,28217,7.00,24214,7.00,187571,4.00,477347,4.00
12/25/2021,2021-12-25,27,29,45,55,58,2,,2,3,4,1,0,0,2,0,1,2,0,0,0.00,0,0.00,1,50000.00,31,500.00,92,500.00,2454,20.00,1927,20.00,14892,10.00,35098,7.00
12/22/2021,2021-12-22,7,16,19,48,68,15,,3,2,2,3,1,2,0,0,1,0,1,0,0.00,0,0.00,3,50000.00,30,500.00,60,500.00,1621,20.00,1520,20.00,12492,10.00,30847,7.00
12/20/2021,2021-12-20,2,13,23,34,66,2,2,4,1,2,3,1,1,1,1,0,0,1,0,0.00,0,0.00,0,0.00,32,500.00,60,500.00,1389,20.00,1179,20.00,9047,10.00,20998,7.00
12/18/2021,2021-12-18,2,6,24,51,61,1,,3,2,2,3,2,0,1,0,0,1,1,0,0.00,0,0.00,0,0.00,35,500.00,94,500.00,1937,20.00,1826,20.00,15355,10.00,37429,7.00
12/15/2021,2021-12-15,19,20,40,42,59,15,59,2,3,2,3,0,2,0,1,1,1,0,0,0.00,0,0.00,6,50000.00,327,100.00,859,100.00,21493,7.00,17992,7.00,139092,4.00,338936,4.00
12/13/2021,2021-12-13,10,30,37,53,59,4,53,2,3,3,2,1,0,1,1,0,2,0,0,0.00,0,0.00,0,0.00,23,500.00,69,500.00,1313,20.00,1293,20.00,9880,10.00,24137,7.00
12/11/2021,2021-12-11,3,25,44,53,64,10,3,2,3,3,2,1,0,1,0,1,1,1,0,0.00,0,0.00,0,0.00,19,500.00,68,500.00,2176,20.00,1663,20.00,12394,10.00,29539,7.00
12/08/2021,2021-12-08,3,7,33,50,69,24,"3,50",3,2,4,1,2,0,0,1,1,0,1,0,0.00,0,0.00,0,0.00,16,500.00,46,500.00,1334,20.00,1124,20.00,8638,10.00,21082,7.00
12/06/2021,2021-12-06,3,21,38,50,59,6,,2,3,3,2,1,0,1,1,1,1,0,0,0.00,0,0.00,3,50000.00,17,500.00,39,500.00,1195,20.00,1024,20.00,7805,10.00,18270,7.00
12/04/2021,2021-12-04,10,40,45,56,67,2,,1,4,2,3,1,0,0,1,1,1,1,0,0.00,0,0.00,0,0.00,37,500.00,71,500.00,1894,20.00,1658,20.00,12213,10.00,29692,7.00
12/01/2021,2021-12-01,12,15,38,57,63,24,38,2,3,3,2,0,2,0,1,0,1,1,0,0.00,0,0.00,0,0.00,22,500.00,42,500.00,1266,20.00,1060,20.00,8528,10.00,21033,7.00
11/29/2021,2021-11-29,18,26,28,38,47,17,,3,2,1,4,0,1,2,1,1,0,0,0,0.00,0,0.00,0,0.00,10,500.00,23,500.00,943,20.00,825,20.00,6704,10.00,16883,7.00
11/27/2021,2021-11-27,8,32,55,64,66,10,32,2,3,1,4,1,0,0,1,0,1,2,0,0.00,0,0.00,1,50000.00,62,500.00,105,500.00,3015,20.00,1695,20.00,10804,10.00,23592,7.00
11/24/2021,2021-11-24,10,16,32,63,65,17,,3,2,2,3,1,1,0,1,0,0,2,0,0.00,0,0.00,0,0.00,29,500.00,69,500.00,1639,20.00,1313,20.00,9736,10.00,22619,7.00
11/22/2021,2021-11-22,7,20,29,38,67,22,,3,2,3,2,1,1,1,1,0,0,1,0,0.00,0,0.00,0,0.00,11,500.00,71,500.00,1266,20.00,1158,20.00,7779,10.00,17130,7.00
11/20/2021,2021-11-20,40,43,48,59,69,19,48,0,5,3,2,0,0,0,1,2,1,1,0,0.00,0,0.00,2,50000.00,28,500.00,71,500.00,1828,20.00,1450,20.00,11339,10.00,26660,7.00
11/17/2021,2021-11-17,3,16,48,52,60,1,,2,3,1,4,1,1,0,0,1,2,0,0,0.00,0,0.00,1,50000.00,17,500.00,53,500.00,1141,20.00,941,20.00,7379,10.00,19511,7.00
11/15/2021,2021-11-15,5,31,34,51,53,23,,3,2,4,1,1,0,0,2,0,2,0,0,0.00,0,0.00,1,50000.00,16,500.00,45,500.00,1245,20.00,951,20.00,7047,10.00,16291,7.00
11/13/2021,2021-11-13,8,15,26,35,45,9,,3,2,3,2,1,1,1,1,1,0,0,0,0.00,0,0.00,2,50000.00,28,500.00,63,500.00,1670,20.00,1698,20.00,13402,10.00,31323,7.00
11/10/2021,2021-11-10,19,25,43,46,48,14,46,2,3,3,2,0,1,1,0,3,0,0,0,0.00,0,0.00,1,50000.00,26,500.00,42,500.00,1108,20.00,937,20.00,8480,10.00,21007,7.00
11/08/2021,2021-11-08,21,46,47,57,62,8,57,1,4,3,2,0,0,1,0,2,1,1,0,0.00,0,0.00,0,0.00,18,500.00,62,500.00,1422,20.00,997,20.00,6687,10.00,15090,7.00
11/06/2021,2021-11-06,8,30,48,57,64,9,57,2,3,1,4,1,0,1,0,1,1,1,0,0.00,0,0.00,1,50000.00,31,500.00,79,500.00,1852,20.00,1574,20.00,11537,10.00,26379,7.00
11/03/2021,2021-11-03,1,2,24,50,57,26,,3,2,2,3,2,0,1,0,1,1,0,0,0.00,0,0.00,0,0.00,26,500.00,56,500.00,1485,20.00,1134,20.00,8296,10.00,18025,7.00
11/01/2021,2021-11-01,9,25,34,44,45,8,,3,2,3,2,1,0,1,1,2,0,0,0,0.00,0,0.00,1,50000.00,10,500.00,32,500.00,876,20.00,643,20.00,5835,10.00,15074,7.00
10/30/2021,2021-10-30,5,23,28,43,56,19,,3,2,3,2,1,0,2,0,1,1,0,0,0.00,0,0.00,0,0.00,27,500.00,51,500.00,1566,20.00,1500,20.00,11844,10.00,29183,7.00
10/27/2021,2021-10-27,3,6,26,35,51,17,,3,2,3,2,2,0,1,1,0,1,0,0,0.00,0,0.00,0,0.00,30,500.00,67,500.00,1836,20.00,1242,20.00,8054,10.00,17703,7.00
10/25/2021,2021-10-25,10,27,29,44,58,24,10,3,2,2,3,1,0,2,0,1,1,0,0,0.00,0,0.00,0,0.00,9,500.00,28,500.00,886,20.00,885,20.00,7146,10.00,17002,7.00
10/23/2021,2021-10-23,10,30,51,57,63,20,,2,3,3,2,1,0,1,0,0,2,1,0,0.00,1,1000000.00,12,50000.00,225,100.00,604,100.00,14956,7.00,12624,7.00,98578,4.00,239593,4.00
10/20/2021,2021-10-20,7,29,36,41,43,5,,2,3,4,1,1,0,1,1,2,0,0,0,0.00,1,1000000.00,6,50000.00,165,100.00,499,100.00,11176,7.00,10281,7.00,77860,4.00,180874,4.00
10/18/2021,2021-10-18,30,32,48,53,63,12,"30,48",2,3,2,3,0,0,1,1,1,1,1,0,0.00,0,0.00,3,50000.00,95,100.00,324,100.00,7138,7.00,6302,7.00,50967,4.00,132506,4.00
10/16/2021,2021-10-16,30,31,41,42,48,3,,2,3,2,3,0,0,1,1,3,0,0,0,0.00,0,0.00,12,50000.00,212,100.00,530,100.00,14562,7.00,12487,7.00,101875,4.00,255281,4.00
10/13/2021,2021-10-13,23,29,47,59,60,15,,2,3,4,1,0,0,2,0,1,2,0,0,0.00,1,1000000.00,6,50000.00,141,100.00,364,100.00,9454,7.00,8077,7.00,65772,4.00,161213,4.00
10/11/2021,2021-10-11,11,20,33,39,65,24,,3,2,4,1,0,2,0,2,0,0,1,0,0.00,0,0.00,1,50000.00,104,100.00,309,100.00,7793,7.00,6398,7.00,49950,4.00,116524,4.00
10/09/2021,2021-10-09,12,17,30,45,62,5,17,3,2,2,3,0,2,1,0,1,0,1,0,0.00,0,0.00,7,50000.00,259,100.00,646,100.00,16251,7.00,14867,7.00,110056,4.00,249165,4.00
10/06/2021,2021-10-06,1,17,52,58,64,1,,2,3,2,3,1,1,0,0,0,2,1,0,0.00,1,1000000.00,10,50000.00,191,100.00,468,100.00,12523,7.00,10275,7.00,84574,4.00,203594,4.00
10/04/2021,2021-10-04,12,22,54,66,69,15,,2,3,1,4,0,1,1,0,0,1,2,1,685000000.00,5,1000000.00,49,50000.00,1257,100.00,3062,100.00,78543,7.00,64533,7.00,498756,4.00,1206274,4.00
10/02/2021,2021-10-02,28,38,42,47,52,1,,1,4,1,4,0,0,1,1,2,1,0,0,0.00,1,1000000.00,66,50000.00,1612,100.00,3848,100.00,99571,7.00,79478,7.00,613100,4.00,1507488,4.00
09/29/2021,2021-09-29,2,7,11,17,32,11,,5,0,3,2,2,2,0,1,0,0,0,0,0.00,5,1000000.00,77,50000.00,1658,100.00,3479,100.00,75460,7.00,55579,7.00,360612,4.00,799397,4.00
09/27/2021,2021-09-27,21,22,39,44,60,12,22,2,3,2,3,0,0,2,1,1,1,0,0,0.00,0,0.00,15,50000.00,519,100.00,1328,100.00,32915,7.00,28029,7.00,217346,4.00,526155,4.00
09/25/2021,2021-09-25,22,23,37,62,63,19,63,2,3,3,2,0,0,2,1,0,0,2,0,0.00,3,1000000.00,27,50000.00,758,100.00,2093,100.00,49233,7.00,42405,7.00,328933,4.00,802167,4.00
09/22/2021,2021-09-22,20,40,47,55,63,5,,1,4,3,2,0,1,0,1,1,1,1,0,0.00,2,1000000.00,18,50000.00,507,100.00,1253,100.00,30464,7.00,26058,7.00,207721,4.00,524860,4.00
09/20/2021,2021-09-20,37,51,54,58,60,19,,0,5,2,3,0,0,0,1,0,4,0,0,0.00,1,1000000.00,12,50000.00,286,100.00,787,100.00,18526,7.00,15537,7.00,123268,4.00,316987,4.00
09/18/2021,2021-09-18,5,36,39,45,57,11,,1,4,4,1,1,0,0,2,1,1,0,0,0.00,1,1000000.00,22,50000.00,619,100.00,1626,100.00,38615,7.00,32859,7.00,261411,4.00,636814,4.00
09/15/2021,2021-09-15,1,4,18,46,62,25,,3,2,1,4,2,1,0,0,1,0,1,0,0.00,3,1000000.00,22,50000.00,411,100.00,1160,100.00,27603,7.00,22276,7.00,167685,4.00,392028,4.00
09/13/2021,2021-09-13,37,40,50,61,63,21,40,0,5,3,2,0,0,0,2,1,0,2,0,0.00,0,0.00,5,50000.00,257,100.00,604,100.00,16085,7.00,13665,7.00,107477,4.00,278506,4.00
09/11/2021,2021-09-11,20,31,38,40,49,21,,2,3,2,3,0,1,0,3,1,0,0,0,0.00,0,0.00,16,50000.00,493,100.00,1338,100.00,33589,7.00,27544,7.00,215397,4.00,528251,4.00
09/08/2021,2021-09-08,9,22,41,47,61,21,22,2,3,4,1,1,0,1,0,2,0,1,0,0.00,0,0.00,11,50000.00,311,100.00,822,100.00,21253,7.00,17785,7.00,138497,4.00,334286,4.00
09/06/2021,2021-09-06,11,20,22,33,54,24,54,4,1,2,3,0,2,1,1,0,1,0,0,0.00,0,0.00,2,50000.00,220,100.00,550,100.00,15248,7.00,11374,7.00,84945,4.00,197303,4.00
09/04/2021,2021-09-04,32,35,40,52,54,1,,1,4,1,4,0,0,0,3,0,2,0,0,0.00,3,1000000.00,22,50000.00,420,100.00,1113,100.00,28863,7.00,22855,7.00,178099,4.00,447159,4.00
09/01/2021,2021-09-01,10,20,29,48,51,17,51,3,2,2,3,1,1,1,0,1,1,0,0,0.00,0,0.00,16,50000.00,321,100.00,870,100.00,21551,7.00,17800,7.00,134283,4.00,320484,4.00
08/30/2021,2021-08-30,3,15,45,51,61,8,,2,3,5,0,1,1,0,0,1,1,1,0,0.00,1,1000000.00,8,50000.00,193,100.00,530,100.00,12576,7.00,11190,7.00,87790,4.00,213775,4.00
08/28/2021,2021-08-28,12,22,26,46,59,26,59,3,2,1,4,0,1,2,0,1,1,0,0,0.00,4,1000000.00,14,50000.00,456,100.00,1126,100.00,29223,7.00,23985,7.00,179790,4.00,422737,4.00
08/25/2021,2021-08-25,27,39,54,56,59,24,,1,4,3,2,0,0,1,1,0,3,0,0,0.00,0,0.00,8,50000.00,270,100.00,666,100.00,17045,7.00,14078,7.00,108986,4.00,274755,4.00
08/23/2021,2021-08-23,17,36,47,60,61,15,36,1,4,3,2,0,1,0,1,1,1,1,0,0.00,1,1000000.00,5,50000.00,153,100.00,391,100.00,9929,7.00,8222,7.00,65020,4.00,162954,4.00
08/21/2021,2021-08-21,16,28,36,39,59,4,36,2,3,2,3,0,1,1,2,0,1,0,0,0.00,2,1000000.00,17,50000.00,391,100.00,1037,100.00,25692,7.00,21810,7.00,171549,4.00,416468,4.00
08/18/2021,2021-08-18,35,36,51,55,61,26,,0,5,4,1,0,0,0,2,0,2,1,0,0.00,2,1000000.00,13,50000.00,352,100.00,842,100.00,21862,7.00,17752,7.00,140289,4.00,366560,4.00
08/14/2021,2021-08-14,6,21,49,65,67,18,,2,3,4,1,1,0,1,0,1,0,2,0,0.00,1,1000000.00,20,50000.00,343,100.00,922,100.00,23229,7.00,20019,7.00,160090,4.00,395123,4.00
08/11/2021,2021-08-11,12,18,20,29,30,16,,5,0,1,4,0,3,2,0,0,0,0,0,0.00,3,1000000.00,27,50000.00,593,100.00,1054,100.00,30703,7.00,19910,7.00,142199,4.00,329981,4.00
08/07/2021,2021-08-07,7,24,36,54,60,23,36,2,3,1,4,1,0,1,1,0,2,0,0,0.00,0,0.00,15,50000.00,363,100.00,889,100.00,24219,7.00,18814,7.00,148403,4.00,353421,4.00
08/04/2021,2021-08-04,5,21,32,36,58,14,21,3,2,2,3,1,0,1,2,0,1,0,0,0.00,2,1000000.00,12,50000.00,311,100.00,882,100.00,22264,7.00,18161,7.00,137665,4.00,326279,4.00
07/31/2021,2021-07-31,1,21,22,34,47,4,,4,1,3,2,1,0,2,1,1,0,0,0,0.00,0,0.00,8,50000.00,307,100.00,909,100.00,22850,7.00,19678,7.00,149520,4.00,346214,4.00
07/28/2021,2021-07-28,25,30,53,59,60,5,59,2,3,3,2,0,0,2,0,0,3,0,0,0.00,0,0.00,14,50000.00,283,100.00,746,100.00,17475,7.00,15720,7.00,127463,4.00,317547,4.00
07/24/2021,2021-07-24,1,4,11,59,67,10,67,3,2,4,1,2,1,0,0,0,1,1,0,0.00,5,1000000.00,14,50000.00,328,100.00,898,100.00,22873,7.00,18863,7.00,137556,4.00,320506,4.00
07/21/2021,2021-07-21,27,28,44,67,68,11,,2,3,2,3,0,0,2,0,1,0,2,0,0.00,2,1000000.00,10,50000.00,264,100.00,737,100.00,16693,7.00,15372,7.00,123684,4.00,306344,4.00
07/17/2021,2021-07-17,15,22,38,54,66,3,,2,3,1,4,0,1,1,1,0,1,1,0,0.00,1,1000000.00,12,50000.00,297,100.00,735,100.00,18275,7.00,15929,7.00,126595,4.00,317526,4.00
07/14/2021,2021-07-14,33,46,52,59,62,10,62,1,4,2,3,0,0,0,1,1,2,1,0,0.00,0,0.00,2,50000.00,265,100.00,639,100.00,15912,7.00,13687,7.00,108840,4.00,292646,4.00
07/10/2021,2021-07-10,1,5,29,54,62,3,,3,2,3,2,2,0,1,0,0,1,1,0,0.00,1,1000000.00,16,50000.00,270,100.00,760,100.00,18899,7.00,16817,7.00,126347,4.00,298507,4.00
07/07/2021,2021-07-07,8,21,30,49,57,8,,3,2,3,2,1,0,2,0,1,1,0,0,0.00,0,0.00,9,50000.00,239,100.00,662,100.00,16878,7.00,14818,7.00,114648,4.00,264478,4.00
07/03/2021,2021-07-03,26,40,41,55,65,24,65,1,4,3,2,0,0,1,1,1,1,1,0,0.00,0,0.00,14,50000.00,281,100.00,665,100.00,16607,7.00,13884,7.00,110130,4.00,284131,4.00
06/30/2021,2021-06-30,24,29,50,65,66,14,,2,3,2,3,0,0,2,0,1,0,2,0,0.00,0,0.00,12,50000.00,199,100.00,500,100.00,13166,7.00,11226,7.00,92010,4.00,233112,4.00
06/26/2021,2021-06-26,8,31,39,43,60,17,,2,3,3,2,1,0,0,2,1,1,0,0,0.00,1,1000000.00,10,50000.00,226,100.00,627,100.00,15269,7.00,12952,7.00,102535,4.00,246781,4.00
06/23/2021,2021-06-23,13,20,40,51,63,1,,2,3,3,2,0,2,0,1,0,1,1,0,0.00,0,0.00,8,50000.00,210,100.00,483,100.00,13097,7.00,10944,7.00,85728,4.00,209368,4.00
06/19/2021,2021-06-19,4,22,35,38,39,20,,2,3,2,3,1,0,1,3,0,0,0,0,0.00,0,0.00,6,50000.00,211,100.00,609,100.00,15643,7.00,12342,7.00,95822,4.00,225627,4.00
06/16/2021,2021-06-16,19,29,34,44,50,25,34,3,2,2,3,0,1,1,1,2,0,0,0,0.00,0,0.00,7,50000.00,193,100.00,491,100.00,13358,7.00,10710,7.00,84032,4.00,203201,4.00
06/12/2021,2021-06-12,8,25,34,38,41,10,,3,2,2,3,1,0,1,2,1,0,0,0,0.00,0,0.00,10,50000.00,250,100.00,626,100.00,14407,7.00,12865,7.00,96294,4.00,226630,4.00
06/09/2021,2021-06-09,19,28,46,50,54,9,54,2,3,1,4,0,1,1,0,2,1,0,0,0.00,0,0.00,9,50000.00,203,100.00,517,100.00,12635,7.00,11057,7.00,88169,4.00,210812,4.00
06/05/2021,2021-06-05,44,52,54,64,69,26,,0,5,1,4,0,0,0,0,1,2,2,1,285600000.00,0,0.00,18,50000.00,404,100.00,1010,100.00,24428,7.00,20239,7.00,157092,4.00,412752,4.00
06/02/2021,2021-06-02,6,7,11,66,67,19,11,3,2,3,2,2,1,0,0,0,0,2,0,0.00,3,1000000.00,16,50000.00,412,100.00,1073,100.00,27568,7.00,21975,7.00,159222,4.00,365719,4.00
05/29/2021,2021-05-29,11,13,22,27,46,20,,4,1,3,2,0,2,2,0,1,0,0,0,0.00,0,0.00,20,50000.00,522,100.00,1091,100.00,32605,7.00,22251,7.00,163194,4.00,381365,4.00
05/26/2021,2021-05-26,2,8,21,34,62,16,,4,1,1,4,2,0,1,1,0,0,1,0,0.00,1,1000000.00,18,50000.00,404,100.00,906,100.00,25383,7.00,19630,7.00,146022,4.00,341442,4.00
